mu_-0.01,mu_-0.015,mu_-0.02,mu_-0.025,mu_-0.03
39,71,93,47,24
63,54,41,33,25
59,7,13,34,20
73,118,10,49,42
188,65,40,5,24
1,186,25,105,11
77,6,4,23,29
181,3,54,18,64
59,54,3,118,32
50,1,76,31,27
39,54,7,57,0
7,18,43,14,12
84,7,16,28,118
5,111,8,87,6
81,101,105,82,27
51,118,76,46,14
62,32,117,14,6
30,122,69,67,16
24,12,34,70,91
26,47,211,43,65
51,67,148,34,14
99,29,8,12,6
39,79,16,65,57
55,0,99,48,45
149,129,4,19,19
70,43,0,102,8
7,46,0,20,59
67,32,45,21,30
143,47,39,31,53
158,129,136,33,8
92,3,16,19,5
84,18,60,6,39
19,26,5,6,190
73,63,21,79,108
43,4,3,30,21
75,29,49,65,43
42,11,102,64,5
21,4,27,10,58
0,121,11,1,3
9,17,77,22,35
75,44,25,26,10
42,23,22,34,7
5,24,8,9,18
24,117,39,23,2
22,95,26,16,64
79,43,75,50,18
64,0,6,42,21
112,95,12,5,40
25,52,11,6,7
89,61,13,124,41
133,2,8,13,106
64,84,15,27,33
37,6,21,90,19
94,29,92,43,20
123,2,1,32,120
10,55,59,81,9
20,95,21,74,0
59,49,69,29,81
91,2,37,137,7
31,12,140,19,3
120,79,48,16,66
36,122,34,6,0
17,12,32,8,27
1,64,66,40,21
105,6,30,1,25
46,56,13,25,46
28,0,36,44,42
13,16,29,0,11
56,92,77,50,67
69,13,65,40,23
42,35,30,49,34
42,9,50,3,41
52,37,40,50,20
114,1,54,51,58
113,152,17,39,44
73,28,4,6,51
54,49,0,1,68
51,4,6,35,8
90,40,44,18,41
49,44,15,1,4
68,22,62,7,3
1,92,53,1,17
132,2,65,1,7
51,3,53,28,26
74,1,113,10,60
154,0,23,76,8
35,61,38,33,166
8,29,12,1,24
83,88,61,38,3
117,43,61,66,32
46,97,77,39,55
51,17,93,123,94
95,46,24,105,7
104,89,28,25,2
42,122,53,59,48
55,3,30,1,16
8,24,26,59,28
38,34,9,76,41
33,5,77,14,0
32,78,12,64,3
17,14,30,65,23
2,37,114,35,50
34,22,47,44,66
2,28,5,72,37
13,20,0,50,15
49,41,82,51,9
44,15,7,43,0
56,13,12,44,123
2,1,32,101,0
24,42,63,31,0
85,3,71,63,49
19,27,114,53,3
24,45,11,17,81
57,100,53,73,9
71,10,1,4,47
19,111,82,26,48
33,19,22,27,8
42,34,46,37,2
26,13,3,26,9
33,122,68,15,23
30,21,21,39,0
37,11,9,122,6
15,7,125,20,38
11,16,29,17,33
17,34,89,17,51
129,105,43,77,0
109,29,16,68,17
51,111,71,20,17
46,24,2,19,21
64,24,68,15,14
112,34,17,7,6
85,144,16,1,55
167,103,24,22,7
66,111,81,16,36
1,72,39,16,12
85,24,124,18,12
7,82,86,4,37
7,133,21,24,14
8,79,91,13,19
39,7,4,7,89
24,153,33,50,2
162,49,4,61,3
51,4,28,6,33
8,100,5,3,57
81,24,103,35,58
11,25,56,11,17
67,7,3,2,57
26,21,39,33,12
29,74,7,9,6
49,94,14,80,32
65,9,90,8,52
31,7,13,14,73
31,19,54,39,10
41,49,12,78,18
187,21,31,12,8
83,73,13,97,30
48,8,9,21,21
105,23,23,24,83
111,18,104,94,62
55,17,109,33,101
3,53,30,139,7
7,38,3,10,4
14,47,36,62,54
0,28,11,7,7
96,84,37,86,11
62,31,0,31,25
21,76,29,24,15
60,63,43,14,68
46,45,6,7,9
3,23,60,68,55
63,94,52,51,59
9,15,89,50,20
49,35,49,18,9
27,8,70,7,42
113,2,62,75,112
13,68,69,53,13
73,130,33,58,24
54,35,37,36,9
22,24,7,68,37
48,3,59,19,43
19,56,86,25,29
126,29,35,65,46
88,70,98,12,2
22,22,35,45,6
47,20,19,35,29
43,82,23,49,3
130,16,0,20,3
35,3,31,7,0
131,71,95,0,8
41,44,25,4,0
6,133,21,14,43
0,159,2,10,7
90,43,33,10,31
8,44,43,26,50
118,34,105,28,120
2,57,21,12,12
89,91,37,50,52
87,16,24,13,1
33,48,6,13,26
64,61,6,25,15
39,27,1,60,32
35,61,34,29,20
65,5,108,61,2
16,25,16,12,51
79,16,2,26,61
132,38,24,64,20
124,6,18,11,8
109,58,9,0,10
0,75,5,6,40
60,161,139,13,49
6,101,30,18,7
53,48,11,5,82
72,49,39,7,16
81,34,6,19,47
17,29,40,22,28
1,40,64,3,37
40,89,54,73,6
38,71,0,12,22
6,15,127,15,23
41,7,122,40,8
33,136,62,5,88
142,28,42,1,52
67,115,25,31,88
60,26,71,15,50
81,96,8,45,19
65,5,1,34,77
39,26,62,29,0
65,11,7,4,80
133,93,58,4,35
59,104,4,17,18
190,41,36,23,55
201,27,20,32,2
47,15,14,109,1
24,128,6,152,27
65,16,17,18,120
1,20,90,14,68
5,134,18,11,27
65,8,30,33,22
79,94,25,37,28
47,89,0,74,23
40,94,90,2,11
12,44,31,3,32
9,100,27,27,126
173,28,104,10,32
46,6,8,3,63
58,22,89,4,60
54,55,0,82,18
2,102,27,15,7
89,0,37,7,119
43,69,9,8,34
112,8,27,16,34
96,51,18,7,47
46,74,4,36,4
48,16,4,13,10
17,55,43,35,31
26,28,8,88,20
13,96,77,11,45
100,121,49,62,3
15,32,32,34,21
47,2,72,61,1
72,35,8,61,71
146,12,16,2,22
88,33,67,19,10
8,39,21,11,88
94,9,40,1,42
60,2,73,2,28
28,0,41,43,11
37,83,2,14,30
28,95,37,28,96
9,152,110,29,0
3,22,26,15,23
58,77,13,46,74
50,40,86,69,68
42,90,15,3,26
61,49,31,18,21
64,157,5,103,3
27,24,36,9,19
9,27,53,44,53
17,11,66,0,22
66,54,36,54,48
13,115,34,76,78
66,11,26,13,10
35,4,30,34,63
47,15,20,16,73
9,113,112,2,38
39,4,4,3,11
46,74,48,67,43
118,12,48,16,24
82,2,0,0,0
49,47,20,93,22
6,3,41,13,42
134,22,68,7,4
88,41,73,67,34
120,3,79,6,18
83,30,42,0,4
2,23,20,17,26
46,54,16,99,19
46,6,11,17,18
79,62,29,48,35
42,30,7,21,1
65,94,56,22,23
19,27,56,144,55
75,19,69,2,121
109,14,68,46,1
13,5,33,40,8
117,58,80,17,104
28,33,10,26,7
78,8,36,3,9
68,8,9,34,16
107,53,95,0,12
8,80,25,45,35
45,14,17,16,25
15,26,36,57,66
99,1,2,42,5
29,21,85,43,55
15,75,19,13,23
80,26,1,55,37
90,68,22,78,7
33,10,10,9,0
51,26,47,64,24
7,8,193,44,39
4,35,67,97,122
4,23,170,10,39
59,31,10,26,12
17,65,66,123,46
68,12,52,1,174
20,79,18,36,96
6,9,33,10,8
29,50,3,3,21
8,136,10,41,35
63,128,68,27,20
49,0,122,25,27
31,98,24,63,4
92,65,116,86,3
89,74,32,49,83
29,29,12,37,41
35,123,68,26,31
12,132,18,22,80
21,87,15,2,15
32,14,18,56,21
24,68,1,33,35
39,42,19,18,32
26,7,59,30,16
22,17,170,5,6
32,123,15,27,16
16,17,22,60,19
6,6,83,27,32
195,88,19,12,47
3,64,65,56,62
33,48,5,27,44
10,2,10,16,120
35,2,18,1,7
37,84,29,33,7
60,0,107,194,15
79,45,8,0,11
17,32,46,5,5
14,40,24,59,7
135,60,76,18,101
18,52,22,13,54
32,55,4,23,54
53,23,30,30,19
46,45,82,30,20
17,83,107,18,72
91,50,9,11,16
9,61,65,3,25
6,99,40,40,26
39,22,120,19,14
154,97,56,41,7
166,67,30,76,41
110,23,1,42,158
96,95,6,10,34
4,42,15,4,1
122,24,75,14,31
17,67,8,0,9
12,76,22,10,10
82,66,10,29,3
40,8,10,47,14
2,45,24,32,162
2,107,8,11,25
6,83,62,2,13
79,11,78,50,4
120,45,31,26,14
118,3,30,89,8
32,63,108,1,32
129,7,85,29,12
96,103,31,49,45
135,129,20,0,35
119,19,21,11,61
2,72,3,58,19
25,109,44,11,54
64,34,57,11,0
68,94,74,46,5
56,9,32,4,5
2,47,6,25,67
53,117,15,99,29
13,6,26,0,69
12,100,38,9,5
98,36,58,46,57
108,41,10,65,105
39,35,116,99,107
69,116,109,45,41
125,27,27,5,72
47,25,54,95,9
97,11,7,9,63
69,51,4,59,10
139,29,18,36,58
2,5,6,55,137
30,117,20,85,5
30,26,5,17,38
47,12,17,6,4
3,6,74,22,13
3,80,11,18,1
43,78,5,0,74
17,46,44,6,4
74,46,39,37,29
86,71,91,9,92
151,94,40,37,28
24,29,22,8,15
53,40,4,36,5
118,74,73,36,84
3,1,55,169,19
26,18,17,5,40
92,71,87,18,8
29,32,14,4,19
52,79,90,41,77
5,5,29,8,16
43,85,16,38,0
32,37,67,38,18
86,17,11,14,19
58,4,46,48,0
60,30,4,9,17
69,45,20,28,3
42,93,16,51,26
100,20,33,78,34
77,46,111,7,129
8,55,0,21,87
12,55,40,32,37
66,7,27,21,43
86,82,104,148,1
60,15,16,103,67
41,73,24,16,21
58,7,22,5,28
110,45,1,84,24
86,1,37,18,1
2,52,100,28,11
79,8,143,20,38
4,24,62,14,38
17,82,4,156,21
22,70,4,50,41
33,176,37,0,35
17,27,75,2,18
92,90,125,36,28
52,121,8,12,23
118,37,88,34,15
101,22,152,179,37
150,7,42,51,5
33,94,21,31,33
2,44,14,8,26
130,8,57,61,6
37,71,10,9,10
63,141,39,43,3
9,0,7,8,68
29,5,9,14,27
7,0,35,10,5
36,28,31,3,64
43,75,16,28,18
90,10,24,37,0
89,111,0,22,33
8,46,50,3,30
22,84,49,47,10
52,4,32,37,105
34,36,54,42,38
28,53,39,55,52
39,25,16,10,53
88,3,35,17,17
86,48,66,48,29
40,58,49,11,8
67,90,23,4,71
5,4,5,1,50
14,18,12,86,18
21,0,6,30,14
51,6,7,18,86
51,50,45,23,86
63,27,31,18,12
16,72,17,18,13
23,104,55,0,48
153,76,21,59,42
35,35,32,3,42
79,60,8,12,16
106,54,59,3,34
0,51,35,9,1
21,15,39,27,13
29,68,79,24,163
18,55,26,14,81
68,0,143,46,37
56,13,90,0,16
19,74,29,9,59
26,22,44,11,19
45,66,48,18,48
32,93,1,29,36
35,82,15,71,9
44,84,0,1,14
35,59,97,12,19
50,9,6,73,21
119,2,17,0,24
0,53,11,35,27
79,77,50,41,4
0,104,9,29,33
97,164,3,6,5
16,11,10,26,26
34,11,5,162,5
40,31,60,39,7
58,17,16,0,0
51,5,12,50,45
46,46,59,5,17
114,43,34,3,7
71,67,15,138,16
42,2,16,26,28
114,51,14,92,6
29,46,12,33,3
24,28,50,12,24
108,73,14,6,4
104,106,3,50,38
59,65,39,101,47
43,35,25,139,27
7,27,51,26,71
3,20,34,43,62
87,61,118,71,6
15,31,26,19,3
3,8,23,79,23
51,26,23,11,33
57,7,35,76,21
28,13,4,43,125
5,22,4,44,7
32,75,44,42,34
35,129,1,15,21
20,136,56,1,60
1,2,0,14,58
139,6,32,22,13
28,15,71,65,38
50,35,79,10,107
38,54,28,3,20
20,48,62,2,42
10,43,51,44,32
13,6,43,16,22
38,4,7,86,51
16,36,116,52,17
74,67,33,32,39
111,12,57,0,18
25,11,92,37,59
15,59,30,50,23
5,61,28,27,23
56,35,17,51,83
41,37,3,23,4
123,145,9,36,42
135,152,38,35,17
58,91,5,36,66
186,15,35,33,11
145,8,2,29,106
11,123,24,11,25
100,26,57,19,74
54,0,67,99,30
83,0,19,12,14
44,7,4,49,3
22,19,98,4,21
32,48,11,46,90
33,25,27,13,5
17,50,5,145,5
30,7,27,6,36
48,16,19,48,65
133,75,36,40,126
91,121,69,74,14
22,135,75,2,7
44,16,21,69,11
113,34,120,6,99
5,7,9,2,46
133,5,43,8,18
36,26,11,59,28
19,53,11,29,42
60,17,33,2,48
39,30,28,70,36
60,70,34,18,19
131,38,46,1,29
48,2,11,89,84
33,23,22,33,84
48,45,52,11,39
45,15,29,101,100
63,4,25,69,20
69,1,36,58,2
106,18,41,116,59
41,50,19,7,24
9,33,19,12,20
92,11,12,23,14
14,135,19,11,17
86,48,41,8,27
13,31,43,65,118
17,59,39,39,3
21,25,46,58,99
138,0,12,26,37
0,115,25,16,39
32,0,14,14,26
120,58,4,33,108
39,149,34,19,47
34,14,0,17,28
60,41,8,6,0
13,14,36,30,17
38,19,123,35,5
89,39,27,52,119
5,15,15,0,1
12,75,58,16,27
110,46,24,29,0
33,20,24,42,27
25,5,74,2,56
29,71,23,9,10
89,94,103,39,17
3,2,60,33,42
134,54,63,47,31
16,96,68,34,2
46,51,79,63,6
99,6,43,111,57
44,4,75,17,4
31,2,60,6,32
11,29,27,5,12
45,29,27,48,27
2,60,100,5,29
51,22,34,13,2
127,94,61,5,48
51,38,27,13,54
1,15,22,8,111
112,91,70,5,24
20,34,34,40,18
71,17,18,37,124
153,34,37,147,214
63,9,14,36,43
124,77,7,77,29
46,34,7,66,9
86,192,4,12,28
126,2,28,18,47
56,88,38,26,1
105,10,39,24,19
112,63,38,70,12
63,72,174,36,7
89,26,64,1,41
70,57,41,46,12
143,19,32,47,61
12,15,10,107,39
111,71,74,3,21
37,32,17,5,2
102,81,108,124,42
122,146,9,33,26
62,2,25,1,33
74,11,72,20,22
7,43,119,27,2
69,21,90,9,3
112,89,61,5,69
1,25,51,45,15
50,62,64,17,16
88,5,82,29,7
43,36,152,11,0
139,17,90,11,25
35,65,75,7,66
27,34,14,34,32
131,0,107,10,6
61,93,3,28,17
26,35,59,1,97
11,43,5,25,98
62,53,51,68,42
23,52,121,87,7
56,41,0,15,30
29,71,5,0,5
20,48,74,25,12
97,4,7,58,90
99,6,20,13,14
131,20,16,14,114
67,40,21,6,10
35,45,54,10,0
28,7,30,108,24
89,15,16,47,47
76,124,84,40,40
11,47,23,14,42
25,8,39,26,26
42,36,69,32,27
21,96,107,21,0
9,34,32,38,17
92,15,147,9,18
45,11,14,35,2
23,45,54,32,39
89,38,19,32,29
40,69,54,102,8
7,20,15,59,20
1,61,38,88,5
1,13,17,24,67
27,27,58,43,60
4,21,8,7,40
9,99,20,18,136
3,3,35,45,5
68,23,13,7,5
121,42,67,15,84
103,18,7,58,93
108,46,77,2,27
70,101,9,14,84
120,92,5,53,10
86,8,31,37,105
120,32,94,61,23
6,100,86,46,79
135,56,28,9,2
150,152,2,48,38
80,112,27,37,8
4,41,79,78,3
44,2,31,43,19
11,4,32,11,58
101,21,2,46,17
52,108,4,13,26
29,40,74,97,6
59,75,0,10,35
123,83,198,41,18
57,36,66,13,3
14,30,101,28,54
96,37,29,58,10
0,45,24,38,6
14,63,56,14,3
50,88,9,154,6
159,28,120,16,3
13,19,83,13,55
55,157,31,123,17
137,1,38,22,16
11,25,13,8,35
31,53,2,21,26
132,131,4,18,17
25,20,25,135,25
0,130,17,39,33
73,32,35,48,39
117,20,30,28,67
5,12,116,18,22
128,121,22,34,53
84,27,8,8,53
20,3,14,11,27
2,29,30,122,30
16,32,1,19,33
114,169,29,11,7
37,98,2,12,72
28,11,8,0,5
181,27,50,27,18
80,128,1,16,33
66,44,13,7,3
88,6,76,43,9
36,104,0,33,12
41,49,9,84,1
19,37,9,48,20
41,13,41,75,59
67,62,4,20,1
0,16,13,3,7
4,8,3,30,42
26,10,25,17,49
67,9,20,8,76
1,162,57,20,41
95,5,59,53,1
43,20,12,104,17
3,13,19,69,53
165,65,74,9,3
2,32,134,17,14
36,105,0,58,57
50,34,7,36,24
30,71,91,3,52
10,112,18,2,5
19,44,53,59,12
0,5,1,30,7
19,72,5,1,1
39,28,20,4,1
31,21,18,41,8
41,126,30,70,66
54,27,93,27,20
17,12,3,35,2
29,3,171,13,51
47,27,43,8,53
64,18,10,0,16
74,25,16,29,40
43,16,63,27,24
8,67,41,62,19
29,39,19,12,21
24,2,65,37,72
1,44,5,132,26
23,2,105,7,34
42,59,39,63,105
147,14,8,27,39
30,21,19,3,12
86,12,14,14,4
25,68,23,2,16
9,10,33,20,2
116,18,78,7,41
159,30,42,19,16
21,12,52,13,6
19,8,41,27,32
15,30,14,5,82
70,42,80,22,44
57,14,17,16,30
7,18,74,24,9
13,32,97,15,18
31,6,57,10,14
61,21,54,41,0
63,67,21,17,78
8,6,11,13,7
18,74,64,94,16
118,35,14,1,0
10,68,94,100,2
17,98,20,21,27
7,14,18,46,15
67,22,27,28,26
61,3,69,76,3
28,102,33,75,64
13,151,46,14,34
43,84,12,8,76
51,6,18,72,24
61,43,20,16,14
27,9,85,51,92
84,60,1,60,22
58,52,51,38,48
4,2,50,68,52
105,19,4,2,55
16,15,90,17,38
3,6,83,70,36
66,13,83,2,33
90,17,77,10,44
151,6,55,44,15
70,68,4,30,8
63,36,1,56,0
70,39,19,12,4
70,120,12,11,14
60,49,19,71,16
57,134,22,19,16
4,46,54,74,0
5,11,0,16,39
26,20,14,25,63
40,10,31,8,37
106,79,129,22,5
5,22,14,86,91
61,16,22,42,46
87,57,17,48,55
21,18,15,22,30
20,17,147,2,37
74,10,18,30,55
41,9,16,15,8
56,106,7,30,22
84,45,12,28,7
47,10,78,0,13
16,48,61,2,14
12,103,32,88,32
66,46,66,70,115
115,8,115,0,36
131,80,6,12,22
13,24,39,105,4
67,19,103,9,10
89,2,62,8,9
46,27,38,37,13
67,33,100,12,27
99,53,20,9,10
11,50,48,116,39
69,11,17,41,38
26,50,30,18,25
15,65,7,27,27
100,7,10,25,70
73,1,6,13,1
80,15,8,32,86
44,19,15,92,20
21,78,12,20,35
12,10,8,38,79
12,4,4,32,9
2,16,39,14,12
73,0,13,6,13
32,81,12,64,11
6,67,66,1,11
52,53,4,8,3
131,14,84,0,1
58,17,86,5,110
111,7,14,27,5
28,24,23,51,50
114,83,39,59,18
7,39,0,32,41
69,19,86,64,25
76,29,40,44,32
36,30,2,61,7
122,116,45,72,35
57,40,49,50,2
37,81,63,72,80
99,3,8,27,52
1,38,17,12,6
1,35,61,1,66
43,49,13,26,158
135,28,3,61,20
14,16,12,2,16
112,104,74,108,44
13,54,10,32,4
66,49,16,18,32
30,17,30,53,20
77,42,6,23,79
31,50,29,36,103
65,62,95,121,17
26,21,36,51,38
46,48,29,53,7
88,4,30,43,17
106,2,32,25,4
54,28,56,17,56
24,47,40,13,10
236,4,17,2,6
51,19,35,6,13
127,186,5,2,49
65,1,6,44,38
56,57,36,67,25
41,6,95,7,4
2,6,116,3,22
85,94,75,17,44
20,19,16,27,195
67,29,71,31,32
0,164,11,71,7
62,13,7,86,10
57,46,52,42,43
71,26,13,32,4
109,93,25,12,32
65,15,30,11,32
13,27,113,24,4
4,15,31,23,9
22,22,119,57,60
83,2,32,12,4
27,95,56,90,21
18,58,14,6,68
22,0,13,10,59
3,49,2,45,5
129,197,33,55,56
42,112,19,49,28
88,55,10,86,25
20,16,91,2,92
24,26,8,32,28
52,7,32,68,3
1,147,41,31,49
6,106,94,95,12
121,51,43,7,18
19,99,12,69,75
149,5,6,55,2
2,89,33,74,32
17,21,32,9,71
29,51,104,76,81
67,44,29,31,81
91,38,4,12,12
5,12,4,30,21
89,12,83,8,34
47,66,5,70,7
41,3,39,6,1
13,54,6,43,8
46,47,69,20,2
137,29,19,17,146
127,70,82,19,11
16,26,20,24,39
0,34,18,87,43
39,15,47,29,1
150,43,37,6,59
29,59,47,35,18
2,74,23,31,9
40,38,64,4,11
158,56,10,49,12
30,50,26,95,5
6,137,2,1,2
65,15,103,52,9
24,73,28,76,4
58,131,13,2,80
10,99,25,24,12
40,9,46,60,32
99,0,102,7,9
2,40,24,59,11
21,131,77,35,17
75,47,11,65,36
39,7,43,10,26
43,130,79,2,8
32,61,113,25,28
10,8,47,81,40
4,123,118,45,30
24,112,8,6,4
12,83,11,90,47
76,55,63,131,9
119,56,25,9,43
104,18,42,5,42
25,83,76,15,66
36,191,26,56,20
63,146,129,50,11
10,77,13,43,20
53,63,37,17,39
53,37,59,30,6
168,82,30,32,9
68,10,13,61,17
109,91,106,107,4
1,9,110,32,7
24,73,16,71,16
29,52,7,62,5
140,30,15,0,7
3,137,37,49,36
24,18,18,32,22
44,129,17,16,22
79,2,2,25,51
34,40,25,43,56
8,2,41,97,4
111,25,5,124,23
19,26,25,11,12
83,38,14,94,15
154,83,22,85,5
9,34,28,2,82
46,69,15,26,35
111,58,84,53,42
100,4,49,59,10
96,50,66,69,5
40,59,51,10,7
1,35,32,57,28
128,230,20,75,43
90,2,69,75,42
19,45,94,4,15
25,6,49,34,15
122,83,5,37,72
11,123,12,11,25
17,5,26,18,22
16,16,56,1,4
17,45,32,4,29
55,10,11,20,15
43,72,8,11,9
94,81,69,60,31
54,6,116,61,5
18,17,59,30,17
151,36,22,9,1
66,248,14,0,1
8,56,6,17,17
57,3,39,69,64
29,41,34,24,39
57,20,48,7,54
48,51,36,9,14
34,20,103,25,40
17,26,24,69,40
35,80,73,25,7
22,54,11,31,13
17,62,13,31,22
52,8,17,49,49
70,33,27,30,9
4,16,68,55,38
2,15,29,3,51
68,34,24,14,34
7,4,73,44,30
77,7,8,3,12
2,21,32,45,14
55,114,27,20,14
6,107,31,23,13
19,79,1,6,31
104,39,6,46,48
14,40,31,71,136
44,14,87,3,99
31,48,34,0,13
43,0,34,11,2
65,111,39,2,45
111,57,6,6,18
69,36,53,31,6
11,6,50,41,30
27,36,3,2,16
62,167,68,22,30
17,29,41,12,23
60,32,73,19,8
31,122,32,56,0
95,113,25,8,13
10,32,55,7,52
59,70,45,91,33
96,11,3,46,50
11,73,57,9,8
17,143,122,72,21
14,57,30,16,41
15,0,99,0,40
1,16,42,1,103
17,19,13,34,117
12,10,32,111,64
134,19,5,117,29
26,36,33,74,53
18,55,45,93,128
14,80,8,10,57
67,52,3,15,19
4,19,10,101,12
67,17,8,3,20
59,117,35,0,15
161,11,4,42,98
97,29,4,24,34
11,25,88,77,11
33,19,50,92,36
61,18,94,13,26
7,16,64,25,104
4,45,128,9,12
20,53,42,114,7
8,14,24,21,106
57,8,61,45,111
64,115,18,110,18
37,32,100,5,5
2,13,5,53,4
19,63,15,1,92
18,19,2,30,5
0,23,111,84,107
3,10,53,8,5
5,12,33,9,27
5,65,52,62,58
27,95,34,42,11
49,65,50,58,5
10,11,17,21,21
94,122,1,24,47
34,7,12,21,66
30,34,24,13,56
2,134,5,51,27
2,39,5,3,4
38,49,3,17,11
50,62,0,56,55
12,18,18,11,18
9,54,33,82,3
4,113,32,0,17
0,105,73,44,31
142,4,69,74,26
116,42,40,1,2
13,142,10,20,0
14,48,2,40,2
54,44,38,18,6
3,46,54,33,46
24,37,60,110,57
42,25,7,0,29
60,71,45,49,49
28,11,171,0,59
148,6,7,10,14
6,43,12,14,29
118,115,24,7,56
23,3,26,29,42
5,69,33,47,72
103,42,54,38,15
73,2,7,69,23
7,113,4,25,46
12,53,88,25,35
79,38,21,0,80
86,36,36,38,34
15,93,12,23,12
31,11,33,56,11
71,59,18,40,19
103,19,33,16,36
7,3,25,12,81
133,36,122,0,5
51,21,65,9,0
89,20,34,14,25
32,73,18,25,85
73,132,27,24,12
14,1,77,30,13
56,15,12,76,9
2,30,26,37,13
62,62,32,4,62
138,52,71,22,12
46,46,51,37,24
11,15,3,70,9
126,2,21,25,3
110,70,8,52,12
7,50,0,1,69
75,7,12,27,50
71,28,16,12,14
155,19,6,11,12
21,29,23,12,8
114,111,40,12,72
57,72,27,36,9
34,9,64,25,29
60,23,7,45,11
69,115,13,13,3
28,26,35,9,12
66,2,18,3,16
150,11,58,41,33
42,13,10,49,1
115,24,3,29,16
19,28,11,28,24
55,8,14,16,35
23,3,141,10,9
71,130,1,5,25
58,13,65,5,69
41,0,53,30,42
72,21,3,28,41
8,69,20,74,6
36,2,14,33,66
73,18,21,15,35
7,35,22,1,2
46,45,48,27,3
86,31,9,40,49
76,2,141,7,92
31,29,11,6,25
56,47,14,23,56
40,59,20,19,2
53,24,108,50,16
3,36,21,19,15
98,8,47,52,5
25,23,18,45,11
42,36,59,12,33
56,42,21,12,12
36,30,42,60,34
64,21,54,32,45
34,63,38,1,120
37,33,15,23,1
55,46,131,132,64
4,2,0,22,32
0,7,7,22,16
103,6,23,31,9
67,68,10,72,45
9,84,13,53,21
42,46,208,56,26
14,44,56,26,36
78,69,16,68,12
102,6,22,12,32
24,132,83,0,7
88,28,40,4,101
5,59,39,36,14
41,40,89,8,105
150,2,28,5,23
36,71,18,29,59
8,83,96,8,24
76,159,13,88,120
40,36,45,0,1
185,7,15,72,87
46,53,1,38,2
32,11,52,10,39
68,31,45,27,4
89,41,160,10,19
8,11,33,76,5
37,80,61,2,7
96,7,21,29,33
22,27,31,14,9
33,1,29,16,66
25,114,79,20,10
13,84,50,89,29
18,66,30,19,57
10,20,23,14,37
86,0,21,68,8
23,42,31,12,21
143,1,4,20,38
18,45,26,6,8
12,26,89,7,39
7,25,88,42,45
43,60,4,93,25
27,104,82,21,1
34,0,29,57,79
11,10,14,73,8
93,1,20,11,47
76,2,45,5,16
43,45,7,52,7
43,89,42,10,1
38,15,110,29,52
8,123,104,86,38
11,69,11,15,6
8,80,88,17,49
67,3,104,0,7
23,30,19,15,8
78,20,44,37,15
4,82,11,39,15
66,43,79,44,11
125,78,10,72,75
24,5,9,34,9
35,12,5,4,7
42,6,15,5,110
9,1,48,0,94
10,26,4,8,12
15,52,5,13,24
115,9,44,4,46
29,69,2,6,10
139,23,44,13,2
17,21,71,10,7
16,27,12,69,14
11,75,24,24,9
165,77,31,21,5
13,93,70,2,1
7,62,22,46,47
8,19,40,13,15
32,49,15,9,6
21,41,15,9,3
28,141,24,47,45
33,27,14,5,2
76,18,3,67,37
156,17,56,8,18
95,55,3,84,22
78,65,38,26,100
11,61,15,51,13
62,181,35,28,8
106,43,16,116,74
44,0,8,6,39
21,49,77,20,49
68,120,73,23,18
68,29,69,30,12
21,22,30,64,40
41,3,47,56,28
137,72,7,36,40
16,7,74,97,9
117,10,84,34,3
103,39,27,60,42
29,6,33,3,12
28,161,35,25,3
24,47,2,15,56
24,47,19,144,19
142,56,10,95,19
110,8,0,41,35
38,3,49,0,13
45,2,8,19,19
126,88,17,25,55
17,69,122,27,50
41,28,72,2,3
17,51,44,57,12
87,50,90,50,15
31,136,6,4,1
18,28,1,52,43
2,61,4,29,30
53,9,91,51,14
65,87,19,34,30
126,3,27,134,31
62,30,140,10,41
16,16,20,24,12
43,59,14,31,7
92,10,109,57,47
54,16,20,34,33
46,22,158,7,30
2,5,38,70,70
16,63,6,129,22
20,60,68,32,31
102,135,43,62,15
8,21,14,6,9
44,24,52,1,50
66,12,59,1,50
109,24,36,88,2
63,41,9,61,1
88,93,16,15,4
60,10,26,191,49
5,132,23,35,69
0,66,33,15,30
37,4,128,7,17
6,80,53,125,28
54,90,95,2,35
15,4,8,27,29
26,51,26,47,178
12,34,26,10,32
22,110,24,10,5
58,34,59,35,61
18,40,2,41,7
97,42,19,67,183
47,69,99,59,89
127,53,60,148,31
31,71,90,7,8
85,23,10,38,15
103,27,42,19,80
114,43,6,115,7
88,8,35,19,31
103,31,96,28,40
82,17,95,0,17
48,47,55,23,18
24,1,34,135,26
46,15,5,1,7
60,37,22,68,8
13,144,8,5,125
70,34,1,0,38
45,107,53,3,113
43,74,4,53,46
48,47,14,45,4
109,63,32,71,139
0,189,80,70,14
34,6,148,17,11
105,45,33,22,61
6,102,87,97,6
34,75,42,112,72
50,12,14,16,25
87,155,95,70,12
1,22,16,27,153
134,2,80,120,28
56,2,52,4,9
156,72,28,48,61
98,28,84,24,78
63,20,15,16,33
53,28,5,92,9
71,26,34,4,32
24,37,15,22,40
7,2,105,9,6
7,4,8,18,5
9,119,16,44,32
0,126,31,15,12
5,13,30,17,103
129,29,63,28,48
39,34,9,31,9
108,59,46,16,89
128,14,48,8,1
134,9,62,28,26
102,41,1,83,12
5,29,10,4,2
30,46,47,24,11
88,48,45,87,11
48,157,96,44,5
108,70,73,15,47
71,16,13,53,51
39,23,25,20,2
0,45,18,14,14
23,117,4,31,32
64,58,9,15,203
116,2,44,81,44
55,9,16,3,79
129,23,11,3,20
